game_id,round_index,player_id,round_begin_ts,player_move,player_rt,player_outcome,player_points,player_total
476614b1-3c2e-4acd-afcc-001b4dcb570a,58,960a15dd-c442-4693-a55d-0096fe8c14b3,1566849230239,paper,1527,tie,0,44
476614b1-3c2e-4acd-afcc-001b4dcb570a,58,6ac3a837-c8cc-4bd0-9cd9-40d6dcd6c0c1,1566849230239,paper,2083,tie,0,36
476614b1-3c2e-4acd-afcc-001b4dcb570a,59,960a15dd-c442-4693-a55d-0096fe8c14b3,1566849233591,paper,1719,win,3,44
476614b1-3c2e-4acd-afcc-001b4dcb570a,59,6ac3a837-c8cc-4bd0-9cd9-40d6dcd6c0c1,1566849233591,rock,1395,loss,-1,36
476614b1-3c2e-4acd-afcc-001b4dcb570a,60,960a15dd-c442-4693-a55d-0096fe8c14b3,1566849237679,scissors,6,tie,0,47
476614b1-3c2e-4acd-afcc-001b4dcb570a,60,6ac3a837-c8cc-4bd0-9cd9-40d6dcd6c0c1,1566849237679,scissors,1011,tie,0,35
476614b1-3c2e-4acd-afcc-001b4dcb570a,61,960a15dd-c442-4693-a55d-0096fe8c14b3,1566849240079,rock,479,loss,-1,47
476614b1-3c2e-4acd-afcc-001b4dcb570a,61,6ac3a837-c8cc-4bd0-9cd9-40d6dcd6c0c1,1566849240079,paper,1027,win,3,35
476614b1-3c2e-4acd-afcc-001b4dcb570a,62,960a15dd-c442-4693-a55d-0096fe8c14b3,1566849242943,scissors,183,tie,0,46
476614b1-3c2e-4acd-afcc-001b4dcb570a,62,6ac3a837-c8cc-4bd0-9cd9-40d6dcd6c0c1,1566849242943,scissors,1219,tie,0,38
476614b1-3c2e-4acd-afcc-001b4dcb570a,63,960a15dd-c442-4693-a55d-0096fe8c14b3,1566849246104,paper,692,win,3,46
476614b1-3c2e-4acd-afcc-001b4dcb570a,63,6ac3a837-c8cc-4bd0-9cd9-40d6dcd6c0c1,1566849246104,rock,466,loss,-1,38
476614b1-3c2e-4acd-afcc-001b4dcb570a,64,960a15dd-c442-4693-a55d-0096fe8c14b3,1566849248479,paper,648,loss,-1,49
476614b1-3c2e-4acd-afcc-001b4dcb570a,64,6ac3a837-c8cc-4bd0-9cd9-40d6dcd6c0c1,1566849248479,scissors,1148,win,3,37
476614b1-3c2e-4acd-afcc-001b4dcb570a,65,960a15dd-c442-4693-a55d-0096fe8c14b3,1566849252375,rock,94,loss,-1,48
476614b1-3c2e-4acd-afcc-001b4dcb570a,65,6ac3a837-c8cc-4bd0-9cd9-40d6dcd6c0c1,1566849252375,paper,955,win,3,40
476614b1-3c2e-4acd-afcc-001b4dcb570a,66,960a15dd-c442-4693-a55d-0096fe8c14b3,1566849254832,scissors,110,tie,0,47
476614b1-3c2e-4acd-afcc-001b4dcb570a,66,6ac3a837-c8cc-4bd0-9cd9-40d6dcd6c0c1,1566849254832,scissors,1451,tie,0,43
476614b1-3c2e-4acd-afcc-001b4dcb570a,67,960a15dd-c442-4693-a55d-0096fe8c14b3,1566849257383,scissors,296,win,3,47
476614b1-3c2e-4acd-afcc-001b4dcb570a,67,6ac3a837-c8cc-4bd0-9cd9-40d6dcd6c0c1,1566849257383,paper,1508,loss,-1,43
476614b1-3c2e-4acd-afcc-001b4dcb570a,68,960a15dd-c442-4693-a55d-0096fe8c14b3,1566849262183,paper,85,win,3,50
476614b1-3c2e-4acd-afcc-001b4dcb570a,68,6ac3a837-c8cc-4bd0-9cd9-40d6dcd6c0c1,1566849262183,rock,842,loss,-1,42
476614b1-3c2e-4acd-afcc-001b4dcb570a,69,960a15dd-c442-4693-a55d-0096fe8c14b3,1566849264551,scissors,869,tie,0,53
476614b1-3c2e-4acd-afcc-001b4dcb570a,69,6ac3a837-c8cc-4bd0-9cd9-40d6dcd6c0c1,1566849264551,scissors,1197,tie,0,41
476614b1-3c2e-4acd-afcc-001b4dcb570a,70,960a15dd-c442-4693-a55d-0096fe8c14b3,1566849267663,scissors,63,tie,0,53
476614b1-3c2e-4acd-afcc-001b4dcb570a,70,6ac3a837-c8cc-4bd0-9cd9-40d6dcd6c0c1,1566849267663,scissors,916,tie,0,41
476614b1-3c2e-4acd-afcc-001b4dcb570a,71,960a15dd-c442-4693-a55d-0096fe8c14b3,1566849269841,rock,1149,loss,-1,53
