trialname,simulation_number,max_simulation_time,outcome,endpoint_x,endpoint_y,bounces,simulation_time
contain_sc1_var_l1_complex_l1,66,60,REDGOAL,296.8165925334099,143.2839173151189,14,17.20000000000011
contain_sc1_var_l1_complex_l1,67,60,REDGOAL,267.318249419204,148.9482707033019,33,46.4499999999995
contain_sc1_var_l1_complex_l1,68,60,REDGOAL,237.64451566559558,140.6255843067666,10,13.350000000000055
contain_sc1_var_l1_complex_l1,69,60,REDGOAL,300.3642667517878,145.64019398724807,3,5.04999999999999
contain_sc1_var_l1_complex_l1,70,60,REDGOAL,253.26770097209535,141.94417487804424,14,19.750000000000146
contain_sc1_var_l1_complex_l1,71,60,REDGOAL,365.685941321423,140.81659434876804,7,9.249999999999996
contain_sc1_var_l1_complex_l1,72,60,REDGOAL,362.3247286117054,140.4294784659618,2,3.399999999999996
contain_sc1_var_l1_complex_l1,73,60,REDGOAL,281.1731189427591,148.85546934582064,2,3.5499999999999954
contain_sc1_var_l1_complex_l1,74,60,REDGOAL,249.7790155897866,143.48124653066895,15,20.80000000000016
contain_sc1_var_l1_complex_l1,75,60,REDGOAL,324.5402047569053,148.55403919394382,14,17.500000000000114
contain_sc1_var_l1_complex_l1,76,60,REDGOAL,365.8823545728181,135.99985544596814,20,27.350000000000254
contain_sc1_var_l1_complex_l1,77,60,REDGOAL,308.4624267884993,140.03588144010013,4,6.099999999999986
contain_sc1_var_l1_complex_l1,78,60,REDGOAL,360.55744057375017,139.76254068456095,7,9.800000000000004
contain_sc1_var_l1_complex_l1,79,60,REDGOAL,347.87634739635683,145.9430830332866,21,33.90000000000021
contain_sc1_var_l1_complex_l1,80,60,REDGOAL,358.1394623411917,135.54457170420554,24,31.90000000000032
contain_sc1_var_l1_complex_l1,81,60,REDGOAL,311.21195326780094,143.45681152575008,10,15.600000000000087
contain_sc1_var_l1_complex_l1,82,60,REDGOAL,289.8466594842899,146.64443740220858,2,3.649999999999995
contain_sc1_var_l1_complex_l1,83,60,REDGOAL,261.2710802725793,139.49886285827975,27,37.15000000000003
contain_sc1_var_l1_complex_l1,84,60,REDGOAL,284.8330256891055,143.41677508207147,2,3.4999999999999956
contain_sc1_var_l1_complex_l1,85,60,REDGOAL,355.25562677620667,136.97832378331896,5,5.849999999999987
contain_sc1_var_l1_complex_l1,86,60,REDGOAL,349.66704754838975,139.47257998670457,19,25.00000000000022
contain_sc1_var_l1_complex_l1,87,60,REDGOAL,353.07425470698973,140.59743497643225,6,8.14999999999998
contain_sc1_var_l1_complex_l1,88,60,REDGOAL,334.49113660766056,149.2608863047675,2,3.349999999999996
contain_sc1_var_l1_complex_l1,89,60,REDGOAL,294.7221789010057,149.33210744125697,13,16.6500000000001
contain_sc1_var_l1_complex_l1,90,60,REDGOAL,354.95332344192275,136.85761650729305,2,3.2499999999999964
contain_sc1_var_l1_complex_l1,91,60,REDGOAL,305.3635072307628,142.20709711884894,5,6.999999999999983
contain_sc1_var_l1_complex_l1,92,60,REDGOAL,341.94798163557545,147.4284687506905,2,3.2999999999999963
contain_sc1_var_l1_complex_l1,93,60,REDGOAL,255.73314660288455,146.38323112169456,12,16.300000000000097
contain_sc1_var_l1_complex_l1,94,60,REDGOAL,260.5665873834421,143.4495868164919,9,11.60000000000003
contain_sc1_var_l1_complex_l1,95,60,REDGOAL,299.78972422264076,139.7212506317552,4,6.199999999999986
contain_sc1_var_l1_complex_l1,96,60,REDGOAL,314.70223705142035,141.00610204092212,11,15.250000000000082
contain_sc1_var_l1_complex_l1,97,60,REDGOAL,249.2940507269848,148.4395781804408,20,28.000000000000263
contain_sc1_var_l1_complex_l1,98,60,REDGOAL,247.06780468206819,140.87932653989716,23,28.60000000000027
contain_sc1_var_l1_complex_l1,99,60,TIMEUP,490.16071588056815,194.30022479614524,38,60.049999999998725
contain_sc1_var_l1_complex_l1,100,60,REDGOAL,358.36894449034264,138.19718863851134,3,3.4499999999999957
contain_sc1_var_l1_complex_l1,101,60,REDGOAL,324.9263324781832,146.29596109278333,5,7.049999999999983
contain_sc1_var_l1_complex_l1,102,60,REDGOAL,309.9191168373535,141.02800307930949,7,9.650000000000002
contain_sc1_var_l1_complex_l1,103,60,REDGOAL,353.48919563947425,142.35572706129258,2,3.349999999999996
contain_sc1_var_l1_complex_l1,104,60,REDGOAL,241.4842656583928,146.7556310635075,6,6.499999999999985
contain_sc1_var_l1_complex_l1,105,60,REDGOAL,267.80469259474654,149.99683006948186,17,24.95000000000022
contain_sc1_var_l1_complex_l1,106,60,REDGOAL,292.4557884151901,139.76392813705468,1,2.4499999999999993
contain_sc1_var_l1_complex_l1,107,60,REDGOAL,359.13058262743976,136.87758781928738,2,3.349999999999996
contain_sc1_var_l1_complex_l1,108,60,REDGOAL,368.2061136496721,136.41276052790073,4,5.999999999999987
contain_sc1_var_l1_complex_l1,109,60,REDGOAL,343.2333263685456,149.78006694202554,7,10.15000000000001
contain_sc1_var_l1_complex_l1,110,60,REDGOAL,333.99997944792415,148.97343327978825,29,36.90000000000004
contain_sc1_var_l1_complex_l1,111,60,REDGOAL,322.05400168380135,140.6946429829957,4,6.0499999999999865
contain_sc1_var_l1_complex_l1,112,60,REDGOAL,278.50784881933316,144.05235855532862,2,3.699999999999995
contain_sc1_var_l1_complex_l1,113,60,REDGOAL,253.21518429859498,142.86098420892347,18,22.600000000000186
contain_sc1_var_l1_complex_l1,114,60,REDGOAL,351.74890378311187,145.32210304737654,9,11.350000000000026
contain_sc1_var_l1_complex_l1,115,60,REDGOAL,302.5022147359313,149.6823390639099,5,6.849999999999984
contain_sc1_var_l1_complex_l1,116,60,REDGOAL,289.0702980992877,149.32233017038646,40,55.54999999999898
contain_sc1_var_l1_complex_l1,117,60,REDGOAL,244.43759421713315,146.03136913581912,9,13.150000000000052
contain_sc1_var_l1_complex_l1,118,60,REDGOAL,362.8705175539686,143.87376853519908,19,23.4500000000002
contain_sc1_var_l1_complex_l1,119,60,REDGOAL,245.7488169776204,148.0700619992187,10,15.300000000000082
contain_sc1_var_l1_complex_l1,120,60,REDGOAL,345.4641348718175,145.09416631055325,12,16.300000000000097
contain_sc1_var_l1_complex_l1,121,60,REDGOAL,339.8109071032259,144.64093370142243,1,2.549999999999999
contain_sc1_var_l1_complex_l1,122,60,REDGOAL,284.24378975490185,143.66518323247928,5,6.849999999999984
contain_sc1_var_l1_complex_l1,123,60,REDGOAL,244.7344433310366,147.11858507879623,11,15.10000000000008
contain_sc1_var_l1_complex_l1,124,60,REDGOAL,251.24963833563606,148.20143053325287,21,29.050000000000278
contain_sc1_var_l1_complex_l1,125,60,REDGOAL,250.15152763712922,137.75013674723215,15,18.800000000000132
contain_sc1_var_l1_complex_l1,126,60,REDGOAL,345.2734723652442,143.73238555695826,2,3.2999999999999963
contain_sc1_var_l1_complex_l1,127,60,REDGOAL,284.3850166643749,142.2078220141472,39,53.4999999999991
contain_sc1_var_l1_complex_l1,128,60,REDGOAL,329.3882110462285,143.58830219702787,2,3.399999999999996
contain_sc1_var_l1_complex_l1,129,60,REDGOAL,283.2415223829667,145.53990417716403,4,5.999999999999987
contain_sc1_var_l1_complex_l1,130,60,REDGOAL,301.04031644476345,147.60903199815334,4,6.949999999999983
contain_sc1_var_l1_complex_l1,131,60,REDGOAL,312.1122928882744,148.81523314032117,27,35.00000000000015
contain_sc1_var_l1_complex_l1,132,60,REDGOAL,248.51945278348617,147.319554332118,35,45.099999999999575
contain_sc1_var_l1_complex_l1,133,60,REDGOAL,282.6590162783169,145.1230213755645,18,21.250000000000167
contain_sc1_var_l1_complex_l1,134,60,REDGOAL,346.8572889911781,149.2668657057521,2,3.349999999999996
contain_sc1_var_l1_complex_l1,135,60,REDGOAL,268.70342561132225,148.24652433671366,13,17.35000000000011
contain_sc1_var_l1_complex_l1,136,60,REDGOAL,341.65778812611956,149.59117178618473,8,10.400000000000013
contain_sc1_var_l1_complex_l1,137,60,REDGOAL,284.53363641805163,145.14252103666598,19,24.050000000000207
contain_sc1_var_l1_complex_l1,138,60,REDGOAL,296.0397311473784,144.00196266475487,34,46.849999999999476
contain_sc1_var_l1_complex_l1,139,60,REDGOAL,242.3506597740483,143.32996828126534,9,11.60000000000003
contain_sc1_var_l1_complex_l1,140,60,REDGOAL,277.9585746726924,144.21492829716664,6,8.299999999999983
contain_sc1_var_l1_complex_l1,141,60,REDGOAL,250.26192367138376,143.8274792898618,5,6.849999999999984
contain_sc1_var_l1_complex_l1,142,60,REDGOAL,246.7725083877332,138.75694470570252,4,6.0499999999999865
contain_sc1_var_l1_complex_l1,143,60,REDGOAL,265.73858745046607,142.10592474800941,13,19.800000000000146
contain_sc1_var_l1_complex_l1,144,60,REDGOAL,318.53985097648905,148.35103481159763,12,18.55000000000013
contain_sc1_var_l1_complex_l1,145,60,REDGOAL,307.24696114038244,143.59470218091562,2,3.4999999999999956
contain_sc1_var_l1_complex_l1,146,60,REDGOAL,338.82737434638426,140.98679150555674,14,17.450000000000113
contain_sc1_var_l1_complex_l1,147,60,REDGOAL,320.111313624172,146.12366307668677,35,48.74999999999937
contain_sc1_var_l1_complex_l1,148,60,REDGOAL,365.2691256549648,140.47433204989562,2,3.349999999999996
contain_sc1_var_l1_complex_l1,149,60,REDGOAL,351.9190230211212,138.9460198797327,38,49.74999999999931
contain_sc1_var_l1_complex_l1,150,60,REDGOAL,359.9065282687078,144.9859740669876,9,11.750000000000032
contain_sc1_var_l1_complex_l1,151,60,REDGOAL,274.00477348443485,147.27013940541178,10,14.300000000000068
contain_sc1_var_l1_complex_l1,152,60,REDGOAL,234.1924687471878,140.89560022031586,4,6.199999999999986
contain_sc1_var_l1_complex_l1,153,60,REDGOAL,285.81787435771093,148.44845904830058,3,4.99999999999999
contain_sc1_var_l1_complex_l1,154,60,REDGOAL,357.760652821819,146.71999636343466,36,45.19999999999957
contain_sc1_var_l1_complex_l1,155,60,REDGOAL,244.54291034883,138.5327706358836,5,6.8999999999999835
contain_sc1_var_l1_complex_l1,156,60,REDGOAL,337.3107667080628,142.95291487847453,5,7.349999999999982
contain_sc1_var_l1_complex_l1,157,60,REDGOAL,343.98695219946956,141.21254135922197,6,8.199999999999982
contain_sc1_var_l1_complex_l1,158,60,REDGOAL,237.88213349217935,145.73100301609225,7,9.800000000000004
contain_sc1_var_l1_complex_l1,159,60,REDGOAL,321.0492842093575,146.0629449504598,26,36.650000000000055
contain_sc1_var_l1_complex_l1,160,60,TIMEUP,423.57547460041724,345.2141563543427,44,60.049999999998725
contain_sc1_var_l1_complex_l1,161,60,REDGOAL,265.2542348079521,143.49487529421748,2,3.599999999999995
contain_sc1_var_l1_complex_l1,162,60,REDGOAL,232.0225331580043,138.5637716379765,7,9.349999999999998
contain_sc1_var_l1_complex_l1,163,60,REDGOAL,331.33255463493344,147.55347703726693,31,38.19999999999997
contain_sc1_var_l1_complex_l1,164,60,REDGOAL,322.92410762024264,144.00695734590275,10,14.050000000000065
contain_sc1_var_l1_complex_l1,165,60,TIMEUP,286.47242922223546,365.3086849761888,52,60.049999999998725
contain_sc1_var_l1_complex_l1,166,60,REDGOAL,248.32521121210783,149.77904420202762,2,3.5499999999999954
contain_sc1_var_l1_complex_l1,167,60,REDGOAL,300.4173509965101,149.06299184105623,8,11.55000000000003
contain_sc1_var_l1_complex_l1,168,60,REDGOAL,261.110805245491,141.90691314966566,12,15.950000000000092
contain_sc1_var_l1_complex_l1,169,60,REDGOAL,241.4303335243105,146.06926882298524,9,11.450000000000028
contain_sc1_var_l1_complex_l1,170,60,REDGOAL,332.1231470504943,148.3187336483025,26,34.85000000000016
contain_sc1_var_l1_complex_l1,171,60,REDGOAL,278.68269764080964,144.53748442492852,11,18.800000000000132
contain_sc1_var_l1_complex_l1,172,60,REDGOAL,283.37957361220884,148.9424260544385,7,11.000000000000021
contain_sc1_var_l1_complex_l1,173,60,REDGOAL,350.99153209133914,149.31429188229478,2,3.4499999999999957
contain_sc1_var_l1_complex_l1,174,60,REDGOAL,292.38033887381005,146.8853208686937,2,3.5499999999999954
contain_sc1_var_l1_complex_l1,175,60,REDGOAL,304.97820101445984,149.03294261828157,10,13.200000000000053
contain_sc1_var_l1_complex_l1,176,60,REDGOAL,353.82677747266894,148.68994434513297,4,5.799999999999987
contain_sc1_var_l1_complex_l1,177,60,REDGOAL,294.5553076530711,139.21563305681659,15,20.70000000000016
contain_sc1_var_l1_complex_l1,178,60,REDGOAL,333.20426336410566,145.26734812243063,10,13.100000000000051
contain_sc1_var_l1_complex_l1,179,60,REDGOAL,315.51433115175234,147.77431622646245,10,13.300000000000054
contain_sc1_var_l1_complex_l1,180,60,REDGOAL,330.3923100021996,146.8240415641275,25,34.65000000000017
contain_sc1_var_l1_complex_l1,181,60,REDGOAL,255.05162367284723,146.20346038234126,4,6.649999999999984
contain_sc1_var_l1_complex_l1,182,60,REDGOAL,347.467239537353,148.0892428372936,3,5.14999999999999
contain_sc1_var_l1_complex_l1,183,60,REDGOAL,343.17117932213205,141.92394906173357,4,5.749999999999988
contain_sc1_var_l1_complex_l1,184,60,REDGOAL,350.60368380037556,139.25811252585123,2,3.2499999999999964
contain_sc1_var_l1_complex_l1,185,60,REDGOAL,335.879451913161,140.95041132750583,27,29.95000000000029
contain_sc1_var_l1_complex_l1,186,60,TIMEUP,326.5869680872623,250.1868993005146,44,60.049999999998725
contain_sc1_var_l1_complex_l1,187,60,REDGOAL,306.0860247779265,143.6764987902482,5,6.999999999999983
contain_sc1_var_l1_complex_l1,188,60,REDGOAL,330.6647399954593,149.54328546753052,2,3.399999999999996
contain_sc1_var_l1_complex_l1,189,60,REDGOAL,251.49824658928108,142.18954943468822,12,15.80000000000009
contain_sc1_var_l1_complex_l1,190,60,REDGOAL,333.45856843424724,146.59567775195183,3,5.14999999999999
contain_sc1_var_l1_complex_l1,191,60,REDGOAL,354.51692481287137,143.06362861981427,23,28.200000000000266
contain_sc1_var_l1_complex_l1,192,60,REDGOAL,348.0405526295561,139.4976038815136,7,9.800000000000004
contain_sc1_var_l1_complex_l1,193,60,REDGOAL,241.30394875192013,145.111764703797,14,18.150000000000123
contain_sc1_var_l1_complex_l1,194,60,REDGOAL,273.5214167188766,144.34640127019998,4,5.999999999999987
contain_sc1_var_l1_complex_l1,195,60,REDGOAL,238.27684599607605,142.6040796125925,2,3.7499999999999947
contain_sc1_var_l1_complex_l1,196,60,REDGOAL,247.59403578075296,147.4358989076722,7,9.600000000000001
contain_sc1_var_l1_complex_l1,197,60,REDGOAL,250.5838340582927,145.30103553629436,36,43.79999999999965
contain_sc1_var_l1_complex_l1,198,60,REDGOAL,323.8210939031499,142.99284183099695,32,45.14999999999957
contain_sc1_var_l1_complex_l1,199,60,REDGOAL,261.083304671646,144.08422573547782,2,3.599999999999995
contain_sc1_var_l1_complex_l1,200,60,REDGOAL,253.16074175009118,145.42683558980727,15,18.950000000000134
contain_sc1_var_l1_complex_l1_LEFT,1,60,REDGOAL,141.78835687003124,303.1079510008508,4,6.149999999999986
contain_sc1_var_l1_complex_l1_LEFT,2,60,REDGOAL,146.60450891527915,269.14773572263437,25,35.8500000000001
contain_sc1_var_l1_complex_l1_LEFT,3,60,REDGOAL,148.24839945114246,310.142248788886,2,3.599999999999995
contain_sc1_var_l1_complex_l1_LEFT,4,60,REDGOAL,142.7137094707404,249.31324629535607,4,5.899999999999987
contain_sc1_var_l1_complex_l1_LEFT,5,60,REDGOAL,144.30569971906363,348.7334705631503,15,19.150000000000137
contain_sc1_var_l1_complex_l1_LEFT,6,60,REDGOAL,142.071572604658,268.2618515126486,2,3.399999999999996
contain_sc1_var_l1_complex_l1_LEFT,7,60,REDGOAL,145.066426275029,295.98270889343365,2,3.4499999999999957
contain_sc1_var_l1_complex_l1_LEFT,8,60,REDGOAL,149.16804387652076,269.7371222570847,4,5.999999999999987
contain_sc1_var_l1_complex_l1_LEFT,9,60,REDGOAL,147.210464955391,277.41529197154455,4,5.899999999999987
contain_sc1_var_l1_complex_l1_LEFT,10,60,REDGOAL,148.25763493329768,269.17611311615053,3,5.1999999999999895
contain_sc1_var_l1_complex_l1_LEFT,11,60,REDGOAL,143.6935575935165,282.26203270518914,2,3.399999999999996
contain_sc1_var_l1_complex_l1_LEFT,12,60,REDGOAL,146.09068171108302,303.64316397148514,22,29.550000000000285
contain_sc1_var_l1_complex_l1_LEFT,13,60,REDGOAL,138.9429180445028,365.73655289124866,4,6.299999999999986
contain_sc1_var_l1_complex_l1_LEFT,14,60,REDGOAL,146.74369573577349,269.29536379566684,14,14.350000000000069
contain_sc1_var_l1_complex_l1_LEFT,15,60,REDGOAL,149.33922913845262,326.27671635161516,2,3.4999999999999956
contain_sc1_var_l1_complex_l1_LEFT,16,60,REDGOAL,138.9130762932029,254.12609972441885,10,13.100000000000051
contain_sc1_var_l1_complex_l1_LEFT,17,60,REDGOAL,146.5425677627969,250.03638366931517,26,34.30000000000019
contain_sc1_var_l1_complex_l1_LEFT,18,60,REDGOAL,141.04267369639658,285.63738278520776,1,2.4499999999999993
contain_sc1_var_l1_complex_l1_LEFT,19,60,REDGOAL,147.9431341043318,256.21778764849984,26,32.4000000000003
contain_sc1_var_l1_complex_l1_LEFT,20,60,REDGOAL,143.9101206872768,265.5260928080288,2,3.399999999999996
contain_sc1_var_l1_complex_l1_LEFT,21,60,REDGOAL,148.21037781989395,251.40362240348628,8,13.300000000000054
contain_sc1_var_l1_complex_l1_LEFT,22,60,REDGOAL,145.75355207267535,247.09453323866978,2,3.349999999999996
contain_sc1_var_l1_complex_l1_LEFT,23,60,REDGOAL,148.18227371740088,325.0500705211491,6,8.499999999999986
contain_sc1_var_l1_complex_l1_LEFT,24,60,REDGOAL,149.53744781159904,261.04849667209606,2,3.349999999999996
contain_sc1_var_l1_complex_l1_LEFT,25,60,REDGOAL,143.41149368565132,297.39340047148056,2,3.4999999999999956
contain_sc1_var_l1_complex_l1_LEFT,26,60,REDGOAL,146.9616614346692,351.5326266898886,34,46.149999999999515
contain_sc1_var_l1_complex_l1_LEFT,27,60,REDGOAL,138.62853541979385,233.68943549236369,12,15.600000000000087
contain_sc1_var_l1_complex_l1_LEFT,28,60,REDGOAL,146.1188267954699,361.7768421560304,11,11.950000000000035
contain_sc1_var_l1_complex_l1_LEFT,29,60,REDGOAL,145.16813449297587,336.83046506063266,14,21.700000000000173
contain_sc1_var_l1_complex_l1_LEFT,30,60,REDGOAL,149.7497017578302,307.926412197356,39,54.89999999999902
contain_sc1_var_l1_complex_l1_LEFT,31,60,REDGOAL,145.77419772940002,310.5606937627498,22,31.30000000000031
contain_sc1_var_l1_complex_l1_LEFT,32,60,REDGOAL,148.31333313811876,313.7302937358307,3,5.14999999999999
contain_sc1_var_l1_complex_l1_LEFT,33,60,REDGOAL,149.5495837276775,269.5453188932188,47,56.39999999999893
contain_sc1_var_l1_complex_l1_LEFT,34,60,REDGOAL,144.17604609391327,294.2443004825877,2,3.399999999999996
contain_sc1_var_l1_complex_l1_LEFT,35,60,REDGOAL,144.86178187015133,269.53257819402404,29,37.84999999999999
contain_sc1_var_l1_complex_l1_LEFT,36,60,REDGOAL,144.78733499128336,244.75416865610845,12,13.05000000000005
contain_sc1_var_l1_complex_l1_LEFT,37,60,REDGOAL,142.54557156779498,249.8806584335387,2,3.399999999999996
contain_sc1_var_l1_complex_l1_LEFT,38,60,REDGOAL,144.14258495547563,301.11027135712317,2,3.4999999999999956
contain_sc1_var_l1_complex_l1_LEFT,39,60,REDGOAL,146.62435066514468,286.5183413797694,16,21.150000000000166
contain_sc1_var_l1_complex_l1_LEFT,40,60,REDGOAL,143.40992022906462,348.53940725384336,4,6.199999999999986
contain_sc1_var_l1_complex_l1_LEFT,41,60,REDGOAL,145.15844844710767,270.7039318676635,16,22.600000000000186
contain_sc1_var_l1_complex_l1_LEFT,42,60,REDGOAL,139.1176958029914,293.8378799522084,16,17.85000000000012
contain_sc1_var_l1_complex_l1_LEFT,43,60,REDGOAL,143.4428498329999,275.97120646906455,6,9.299999999999997
contain_sc1_var_l1_complex_l1_LEFT,44,60,TIMEUP,504.478774449117,76.63869015227291,46,60.049999999998725
contain_sc1_var_l1_complex_l1_LEFT,45,60,REDGOAL,146.03574467918764,274.550795205336,2,3.4499999999999957
contain_sc1_var_l1_complex_l1_LEFT,46,60,REDGOAL,143.97438466366413,350.39237516560814,14,18.05000000000012
contain_sc1_var_l1_complex_l1_LEFT,47,60,REDGOAL,144.78422678456315,330.9624763694643,1,2.549999999999999
